id,number,score
5.0,8 4751,0.7008926292520584
1.0,57 70327,0.2558373919791772
19.0,74496,0.7868428726372052
24.0,Gkil,0.0659145787358284
30.0,WKIHI,0.0688308802272115
33.0,92960,0.9949221592451613
27.0,74496,0.7868428726372052
37.0,Gkil,0.0659145787358284
34.0,74496,0.7868428726372052
44.0,Gkil,0.0659145787358284
48.0,WKIHI,0.0688308802272115
54.0,WKIHI,0.0688308802272115
56.0,92960,0.9949221592451613
64.0,92960,0.9949221592451613
